"Name,Checked Out By,Checked Out In,Revision,Modified,Doc ID"
"04liax45512,ntmetals,MTL-NTMETALS   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\IJ - מחלקת הזרקה\J0 - מתקני עזר\04 - שולחן אור\light Table\axis,A,08/06/2020 09:21:59,"
"mo06004500003,nzer.s,DLT-ANDREY   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\MO - מחלקת תבניות\060 - גוף טרנסדיוסר ישר\045 - שתל להדבקה לאינסרט מרובע צד קבוע,-,27/11/2018 11:32:41,"
"mo16900400001,nzer.s,DLT-ANDREY   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\MO - מחלקת תבניות\169 - MONOBLOCK FOR BAYER\004 - גרעין צד נייד,-,13/04/2017 07:40:56,"
"HB3 Door Slider Lock Left Rev01_OHAD,ohad.g,ENG-OHADG-HPZ   C:\ePDM_Elcam\Projects\PRJ-0631-Genotropin Injector pen\4-Design output\Manufacturing\Molds\Beta T2\T2 Samples- Dimensions Report-OBT\M11-T2-FAI-20221014,-,13/12/2022 13:41:37,Doc-270879"
"Gilbert_HF1_Units_TestReport,ohad.g,ENG-OHADG-HPZ   C:\ePDM_Elcam\Projects\PRJ-0631-Genotropin Injector pen\4-Design output\HF1,-,23/11/2022 13:59:31,Doc-269082"
"Genotropin Injector Pen_Assembly procedure_10.22,ohad.g,ENG-OHADG-HPZ   C:\ePDM_Elcam\Projects\PRJ-0631-Genotropin Injector pen\4-Design output\Manufacturing\Assembly work instructions,-,28/11/2022 12:17:59,Doc-268096"
"Genotropin Cartridges,ohad.g,ENG-OHADG-HPZ   C:\ePDM_Elcam\Projects\PRJ-0631-Genotropin Injector pen\2-Design input\Tests,-,30/01/2023 16:17:30,Doc-272130"
"Genotropin Assembly Procerdure_English,ohad.g,ENG-OHADG-HPZ   C:\ePDM_Elcam\Projects\PRJ-0631-Genotropin Injector pen\4-Design output\Manufacturing\Assembly work instructions,-,17/11/2022 12:02:34,Doc-268097"
"Prj-Blades plate--31-05-2022-,olga.al,MNENG-MESHERMEN   C:\ePDM_Elcam\Documents\Measurements\פיתוח\Prj-Blades plate,1,31/05/2022 08:23:11,Doc-257671"
"2201221_PO_640736929365954910PPS601P4,ozi,ENG-OZI-T470   C:\ePDM_Elcam\System Project\PRS-0003-Genotropin Injector pen\1-Design and Development Planning\Sub contractors SOW\Neat,-,30/10/2022 14:23:47,Doc-267782"
"Annex 8 for SOP 4-10-01 - Design Review Record - DRR,ozi,ENG-OZI-HPZ   C:\ePDM_Elcam\System Project\PRS-0003-Genotropin Injector pen\3-Des. Review\Design Reviews\CDR\SW,-,05/02/2023 16:46:25,Doc-274707"
"Septum Plunger,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\Safe Disconnect\Septum Puncher,-,02/01/2023 13:56:29,"
"AA250162785,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\J0 - מתקני עזר\Packaging machine for 228 and 229,-,21/11/2022 11:41:47,"
"AA250162785,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\J0 - מתקני עזר\Packaging machine for 228 and 229,-,21/11/2022 11:41:48,"
"AA250162785,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\J0 - מתקני עזר\Packaging machine for 228 and 229,1,15/02/2023 07:03:48,Doc-275343"
"HDSaSe75799,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\Safe Disconnect\Septum Puncher,-,17/01/2023 16:20:52,"
"Pail + Trapeza,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\J0 - מתקני עזר\Packaging machine for 228 and 229,-,21/11/2022 11:41:50,"
"AA250162429,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\J0 - מתקני עזר\Packaging machine for 228 and 229,-,24/01/2023 12:07:55,"
"AA250160506,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\J0 - מתקני עזר\Packaging machine for 228 and 229,1,15/02/2023 06:58:16,Doc-275342"
"AA250160506,paz.c,MNENG-PAZ-NAYAD   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\J0 - מתקני עזר\Packaging machine for 228 and 229,-,21/11/2022 11:41:52,"
"Environmental,priscilla.f,QC-REHAM-HP   C:\ePDM_Elcam\Projects\PRJ-0644-Serenno Urine Meter\1-Design & development planning\suppliers\ElinEitalia,-,29/01/2023 15:14:46,Doc-273996"
"20220607_Sterilization resistance,priscilla.f,QC-REHAM-HP   C:\ePDM_Elcam\Projects\PRJ-0644-Serenno Urine Meter\1-Design & development planning\suppliers\ElinEitalia,-,29/01/2023 15:15:42,Doc-273997"
"Other-test--18-01-2023-,priscilla.f,QC-REHAM-HP   C:\ePDM_Elcam\Documents\Measurements\הבטחת איכות\Other-test,1,18/01/2023 15:31:29,Doc-273520"
"Other-69043--17-01-2023-,priscilla.f,QC-REHAM-HP   C:\ePDM_Elcam\Documents\Measurements\הבטחת איכות\Other-69043,1,17/01/2023 16:22:58,Doc-273466"
"07-10-2022-42-2213415303-נספח 2,rami.a,MLD-MOULD-W10   C:\ePDM_Elcam\Documents\Injection\Mold Re-validation\ME-172-360792,1,07/10/2022 10:48:54,Doc-267070"
"07-06-2020-36-2012917201-נספח 2,rami.a,MLD-MOULD-W10   C:\ePDM_Elcam\Documents\Injection\Mold Re-validation\ME-159-340755,1,07/06/2020 11:07:46,Doc-179345"
"ELCAM PN (General) from Rina T.,ran.a,ENG-RAN-HPZ   C:\ePDM_Elcam\Projects\PRJ-0571-CSTD\Drafts,-,26/12/2022 09:21:10,Doc-271458"
"BA-BS-Rev3,ran.a,ENG-RAN-HPZ   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\03 - WC763 Fixtures\PARTS,-,25/11/2020 11:05:58,"
"סיכום והקפאת פעילויות אריזה CSTD סופי 13.12.22,ran.a,ENG-RAN-HPZ   C:\ePDM_Elcam\Projects\PRJ-0571-CSTD\Drafts,-,19/12/2022 10:12:14,Doc-271155"
"טבלת מעקב למוצרי אלכם שעברו תהליך דימוי שילוח,ran.a,ENG-RAN-HPZ   C:\ePDM_Elcam\Projects\Non Projects Activities\ACT-0616-Shipping Tests,-,27/10/2022 14:37:18,Doc-162179"
"Production-מדידים מיוחדים-מדיד 114-14-03-2022-,Ranya.sh,QA-RANYA-E520   C:\ePDM_Elcam\Documents\Measurements\הבטחת איכות\Production-מדידים מיוחדים,1,14/03/2022 09:17:05,Doc-252421"
"Production-מדידים מיוחדים-מדיד 70-14-03-2022-,Ranya.sh,QA-RANYA-E520   C:\ePDM_Elcam\Documents\Measurements\הבטחת איכות\Production-מדידים מיוחדים,1,14/03/2022 09:20:05,Doc-252423"
"Val-1810_HANDLE 1-WAY TAV. 2022 4 Cav 621-420937 - Mold OQ Plan,Ravit.c,MNENG-RAVIT-HP   C:\ePDM_Elcam\Validations\Val-1810-HANDLE 1-WAY TAV. 2022 4 Cav 621-420937\Val-1810_OQ_HANDLE 1-WAY TAV. 2022 4 Cav 621-420937,0,03/01/2023 08:59:15,Doc-270217"
"Val-1829 - Mold PV plan _STP 2W TFT  for Quest,Ravit.c,MNENG-RAVIT-HP   C:\ePDM_Elcam\Validations\Val-1829-STP 2W TFT for Quest\Val-1829_PQ_STP 2W TFT  for Quest,0,14/02/2023 12:54:48,Doc-271400"
"Val-1829-STP 2W TFT Quest - VFR,Ravit.c,MNENG-RAVIT-HP   C:\ePDM_Elcam\Validations\Val-1829-STP 2W TFT for Quest\Val-1829_General_STP 2W TFT for Quest,0,16/10/2022 06:41:51,Doc-266321"
"ME-621-420937-Logistic Data-08-01-2023,Ravit.c,MNENG-RAVIT-HP   C:\ePDM_Elcam\Documents\Injection\Molds Logistic Data,1,08/01/2023 20:08:53,Doc-272092"
"Val-1816_New mold for ECONOMY BODY(CEDIC) 420936 - Mold IQ+SAT Summary,Ravit.c,MNENG-RAVIT-HP   C:\ePDM_Elcam\Validations\Val-1816-New mold for ECONOMY BODY(CEDIC) 420936\Val-1816_IQ_New mold for ECONOMY BODY(CEDIC) 420936,0,26/01/2023 14:06:20,Doc-270102"
"Production-16-טרנסדיוסיר-28-11-2022-,rawan.a,DLT-HYDRO   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-16,1,28/11/2022 08:34:37,Doc-269359"
"Production-16-טרנסדיוסיר-28-11-2022-2,rawan.a,DLT-HYDRO   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-16,1,28/11/2022 08:36:38,Doc-269360"
"SOP 2-12-12 Appendix 36 - Inj. machine IQ Summary,ren.f,MNENG-REN-HPZ   C:\ePDM_Elcam\Validations\IMM Validation\IMM_Val–1860-ARBURG-370E-600-170-194,0,16/01/2023 07:59:10,Doc-273284"
"512055,ren.f,MNENG-REN-HPZ   C:\ePDM_Elcam\Validations\Val-1849-Long arm Handle Marlex 9006  to PCG453\Val-1849_PQ_Long arm Handle Marlex 9006  to PCG453,,08/02/2023 15:29:14,"
"REN_2023_01_30__08_42_43,ren.f,MNENG-REN-HPZ   C:\ePDM_Elcam\Validations\IMM Validation\IMM_Val–1860-ARBURG-370E-600-170-194\מסמכים,0,07/02/2023 15:27:14,Doc-274803"
"val-1822_new mold for handle 45 420945- Mold OQ Plan,ren.f,MNENG-REN-HPZ   C:\ePDM_Elcam\Validations\Val-1822-Mold 624-420945 HANDLE 45 TAV 2022 4cav\Val-1822_OQ_624-420945 HANDLE 45 TAV 2022 4cav,0,11/12/2022 11:15:07,Doc-270753"
"Val-1849_PQ_LA Handle Marlex 9006  to PCG453 - Mold PV Summary,ren.f,MNENG-REN-HPZ   C:\ePDM_Elcam\Validations\Val-1849-Long arm Handle Marlex 9006  to PCG453\Val-1849_PQ_Long arm Handle Marlex 9006  to PCG453,0,18/01/2023 13:47:54,Doc-273511"
"IMM_Val–1574-ENGEL-310-110T -169 - Inj. machine IQ Summary,ren.f,MNENG-REN-HPZ   C:\ePDM_Elcam\Validations\IMM Validation\IMM_Val–1574-ENGEL-310-110T - 169,,13/12/2022 10:58:30,"
"IMM_Val–1585-ENGEL-310-110T -170 - Inj. machine IQ Summary,ren.f,MNENG-REN-HPZ   C:\ePDM_Elcam\Validations\IMM Validation\IMM_Val–1585-ENGEL-170-50TL-170,0,13/12/2022 15:48:52,Doc-270886"
"ECO-23-0032-שינוי תיאור מקט 430395,rina.kh,TPI-RINA-HP   C:\ePDM_Elcam\Engineering Changes Records\ECO\ECO-23-0032-שינוי תיאור מקט 430395,1,15/02/2023 12:23:03,Doc-275363"
"סאלי 22-01-2023,Sally.h,QA-SALLY-HP   C:\ePDM_Elcam\Risk Management\Products\STP+Monoblock-Manifold\Production & Post Production Information\2022 Data,A,31/01/2023 14:35:45,Doc-274199"
"General RMF-Stopcocks & Monobloc- Manifold,Sally.h,QA-SALLY-HP   C:\ePDM_Elcam\Risk Management\Products\STP+Monoblock-Manifold,T,28/01/2023 23:02:04,Doc-252133"
"haj02800007,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\J0 - מתקני עזר\28 - מברגה לפתיחת פלגים,,09/12/2020 16:45:26,"
"גרPuRo74400,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:27:42,"
"גרPuRo74394,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:29:12,"
"גרPuRo74395,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:30:12,"
"גרPuRo74396,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:30:47,"
"AA060545939,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\06 - מכונה מס' 6\05 - Micva,-,19/02/2019 08:04:21,"
"גרPuRo75366,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:32:00,"
"AA060570997,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\06 - מכונה מס' 6\05 - Micva\LB,,16/03/2022 12:56:30,"
"גרPuRo75367,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:32:50,"
"AA060570997 V2,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\06 - מכונה מס' 6\05 - Micva\LB,,28/03/2022 12:48:51,"
"גרPuVa74934,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion,A,17/01/2023 16:04:21,"
"גרPuRo74401,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:31:32,"
"AAMaSt77031,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\Stations 5 & 9 Insert Handle,,09/02/2023 13:34:32,"
"גרPuRo75368,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,11/09/2022 15:34:04,"
"SOP 2-12-12 Appendix 2 - VMP+PFMEA Side Conveyor,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\Validations\Val-1729-Grey Packaging Automation - Baram\Val-1729_General_Grey Packaging Automation - Baram,0,01/03/2022 10:21:30,Doc-250837"
"05MiPR60198,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\08 - מכונה מס' 8\05 - Micva\Micba PR\PREMIUM,-,11/02/2021 13:38:27,"
"05MiPR60200,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\08 - מכונה מס' 8\05 - Micva\Micba PR\PREMIUM,-,11/02/2021 17:28:48,"
"AAביבד75347.STEP,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,,28/07/2022 15:53:33,"
"05MiPR60200,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\08 - מכונה מס' 8\05 - Micva\Micba PR\PREMIUM,-,11/02/2021 13:39:11,"
"AAביבד75348.STEP,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,,28/07/2022 15:52:55,"
"גרPuVa74955,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:46:35,"
"05MiPR60198,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\08 - מכונה מס' 8\05 - Micva\Micba PR\PREMIUM,-,11/02/2021 13:38:30,"
"05MiPR60209,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\08 - מכונה מס' 8\05 - Micva\Micba PR\PREMIUM,-,11/02/2021 13:38:50,"
"גרPuRo77837,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Rotating Station\PDF,,03/01/2023 09:28:57,"
"AAMaSt78594,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\Stations 5 & 9 Insert Handle,-,09/02/2023 14:34:46,"
"גרPuVa74932,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:48:41,"
"גרPuVa74933,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:51:08,"
"גרPuVa74934,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:53:28,"
"PreFAT_Machine 226 - Engineering Test Plan ,sergei.h,""MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\MEProjects\MEPRJ-0104-Cedik,Sligo & Economy Assembly Machine 226\7-Project Management\PreFAT"",-,06/02/2022 16:30:35,Doc-249039"
"AA03021000,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\ראש ואקום,,17/01/2022 18:13:12,"
"Quantity WPH Measuring Device,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,28/12/2022 09:22:58,"
"AAביבד75348,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,,28/07/2022 15:52:02,"
"AAMaWP77345,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,28/12/2022 09:16:19,"
"AAMaWP77343,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,28/12/2022 09:15:45,"
"AAביבד75347,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,,28/07/2022 15:50:40,"
"AAMaWP77215,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,28/12/2022 09:15:06,"
"AAMaWP77213,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,28/12/2022 09:13:53,"
"AAMaWP75836,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,28/12/2022 09:12:56,"
"שרDA2673926,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,-,25/05/2022 11:23:08,"
"גרPuVa74935,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:54:17,"
"גרPuVa74949,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:55:04,"
"גרPuVa74961,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:56:19,"
"גרPuVa74962,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion\PDF,,11/09/2022 15:57:26,"
"שרDA2673929,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,-,25/05/2022 11:23:08,"
"שרDA2673929,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,-,25/05/2022 11:23:08,"
"All Parts For manufacturing,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\60- Torque Station\Servo  Torque Sation,,03/01/2022 18:16:17,"
"AA060505093,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\06 - מכונה מס' 6\05 - Micva,A,15/12/2014 10:40:22,"
"שרDA2673927,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,-,25/05/2022 11:23:08,"
"שרDA2673927,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,-,25/05/2022 11:23:08,"
"שרDA2673926,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,-,25/05/2022 11:23:08,"
"AA034028395 for pulsion 2,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\40 - Pressing station\JA40-12-125,-,19/12/2021 16:44:40,"
"שרDA2673926,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,,25/05/2022 11:49:21,"
"שרDA2673929,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,,25/05/2022 11:50:46,"
"שרDA2673927,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\26 -Machine 226,,25/05/2022 11:52:01,"
"AAביבד75348,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,-,28/07/2022 15:43:31,"
"AAביבד75347,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,-,28/07/2022 15:43:21,"
"AAביבד75348,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,-,28/07/2022 15:43:10,"
"2022_08_10_01631342-Z01-00 228 WPH,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,18/12/2022 16:39:55,"
"AAביבד75347,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\ביקורת איכות\בדיקות מומנט,-,28/07/2022 15:43:10,"
"גרPuVa74962,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion,A,17/01/2023 16:06:31,"
"AAMaWP77212,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,14/12/2022 11:56:51,"
"DD070200301,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DD - מחלקה דרומית דלתון\07 - Monoblock Bayer Assembly\02 - Handles Rotating Machine,,21/11/2021 10:32:23,"
"AAMaWP77214,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\Machine 228 & 229\WPH Measuring Device\PDF,,14/12/2022 11:55:02,"
"גרPuVa74962,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion,A,17/01/2023 16:06:31,"
"גרPuVa74961,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion,A,17/01/2023 16:04:53,"
"גרPuVa74955,sergei.h,MNENG-NEWENGNNE   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\03 - Machine 3\גריפרים לאחיזת גופים\Pulsion project\Vacuum Gripper for Pulsion,A,17/01/2023 16:40:41,"
